RECEIVING_LOCATION,FULFILLING_LOCATION,VOLUME_WEIGHT_BUCKET,PACKAGE_PRODUCT_VOLUME_BUCKET,FACE_PANEL_BUCKET,TV_TYPE,TV_BRAND,TV_SIZE,WG_BG,Writeoff_Percent_Qty
Brampton,Ingram,i 16000-18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0
Brampton,Ingram,i 16000-18000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,d 45-49,B,0
Brampton,Ingram,j >18000,c 0.6-0.7,g 1.10-1.12,LED,SAMSUNG,c 40-44,B,0
Brampton,MB,g 12000-14000,b 0.5-0.6,g 1.10-1.12,4K,SAMSUNG,e 50-56,B,0
Indis,NS,e 8000-10000,e 0.8-1.0,d 1.04-1.06,LED,LG,c 40-44,B,0
Indis,NS,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,B,0.038
KNN,AB,g 12000-14000,d 0.7-0.8,d 1.04-1.06,LED,LG,f >=57,W,0.038
Langley,BC,f 10000-12000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,c 40-44,B,0.0127
Langley,Ingram,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0
Brampton,NL,h 14000-16000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,b 30-39,B,0.0256
Brampton,ON,g 12000-14000,f 1.0-1.5,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
Indis,QC,g 12000-14000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0.0385
KNN,AB,i 16000-18000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,d 45-49,B,0.0128
KNN,SK,b 2000-4000,h 2.0-3.0,e 1.06-1.08,OTHER,CHINA,a <30,B,0.0385
KNN,SK,f 10000-12000,d 0.7-0.8,d 1.04-1.06,4K,LG,c 40-44,B,0
KNN,SK,h 14000-16000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,d 45-49,B,0.0385
Brampton,NL,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,d 45-49,B,0
Brampton,NL,c 4000-6000,j >4.0,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0.013
Brampton,ON,a <2000,j >4.0,b 1-1.02,4K,LG,f >=57,W,0
Brampton,ON,h 14000-16000,d 0.7-0.8,e 1.06-1.08,LED,VIZIO,c 40-44,B,0.0649
Indis,QC,h 14000-16000,e 0.8-1.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0
KNN,KNN,i 16000-18000,e 0.8-1.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0
Langley,BC,b 2000-4000,h 2.0-3.0,d 1.04-1.06,LED,LG,b 30-39,B,0
Langley,BC,i 16000-18000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,d 45-49,B,0
Langley,Ingram,g 12000-14000,g 1.5-2.0,e 1.06-1.08,LED,LG,c 40-44,B,0.013
Brampton,Ingram,f 10000-12000,c 0.6-0.7,e 1.06-1.08,LED,LG,b 30-39,B,0
Brampton,Ingram,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,c 40-44,B,0
Brampton,Ingram,h 14000-16000,f 1.0-1.5,d 1.04-1.06,LED,LG,e 50-56,B,0
Brampton,NB,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LED,SONY,f >=57,W,0.0263
Brampton,NB,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,CHINA,e 50-56,B,0.0263
Brampton,NB,i 16000-18000,e 0.8-1.0,g 1.10-1.12,LED,SAMSUNG,b 30-39,B,0
Brampton,NL,d 6000-8000,g 1.5-2.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0.0132
Brampton,NL,i 16000-18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,e 50-56,W,0.0395
Indis,Indis,g 12000-14000,c 0.6-0.7,d 1.04-1.06,4K,LG,e 50-56,W,0
Indis,Indis,i 16000-18000,e 0.8-1.0,d 1.04-1.06,4K,SONY,f >=57,W,0
Indis,NS,f 10000-12000,e 0.8-1.0,c 1.02-1.04,4K,LG,d 45-49,B,0.0132
Indis,NS,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,e 50-56,W,0.0132
Indis,NS,i 16000-18000,e 0.8-1.0,g 1.10-1.12,LED,SAMSUNG,b 30-39,B,0.0263
Indis,QC,g 12000-14000,e 0.8-1.0,g 1.10-1.12,LED,CHINA,b 30-39,B,0.0658
KNN,AB,b 2000-4000,j >4.0,b 1-1.02,4K,VIZIO,f >=57,W,0.0263
KNN,SK,b 2000-4000,h 2.0-3.0,d 1.04-1.06,LED,SONY,c 40-44,B,0.0132
Langley,BC,f 10000-12000,c 0.6-0.7,d 1.04-1.06,4K,VIZIO,e 50-56,B,0.0921
Langley,Langley,e 8000-10000,e 0.8-1.0,c 1.02-1.04,4K,SONY,e 50-56,W,0
Brampton,Brampton,g 12000-14000,e 0.8-1.0,c 1.02-1.04,LED,VIZIO,f >=57,W,0.1333
Brampton,Ingram,e 8000-10000,e 0.8-1.0,c 1.02-1.04,4K,LG,d 45-49,B,0
Brampton,NB,g 12000-14000,e 0.8-1.0,e 1.06-1.08,LED,CHINA,b 30-39,B,0.0133
Brampton,NB,i 16000-18000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,c 40-44,B,0.0267
Brampton,ON,h 14000-16000,d 0.7-0.8,d 1.04-1.06,4K,VIZIO,f >=57,W,0
KNN,AB,b 2000-4000,h 2.0-3.0,d 1.04-1.06,LED,LG,b 30-39,B,0.0133
KNN,AB,g 12000-14000,d 0.7-0.8,a <1,4K,LG,f >=57,W,0.0533
Brampton,NB,d 6000-8000,f 1.0-1.5,f 1.08-1.10,LED,VIZIO,a <30,B,0.0135
Brampton,ON,f 10000-12000,e 0.8-1.0,d 1.04-1.06,4K,LG,e 50-56,W,0.027
Indis,NS,d 6000-8000,e 0.8-1.0,i 1.14-1.16,LED,CHINA,a <30,B,0.0135
Indis,QC,c 4000-6000,g 1.5-2.0,d 1.04-1.06,4K,SAMSUNG,e 50-56,B,0.027
KNN,AB,i 16000-18000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0
KNN,AB,j >18000,d 0.7-0.8,c 1.02-1.04,4K,SONY,f >=57,W,0.0405
KNN,MB,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,e 50-56,W,0.0135
KNN,SK,d 6000-8000,e 0.8-1.0,i 1.14-1.16,LED,CHINA,a <30,B,0.0405
KNN,SK,j >18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,d 45-49,B,0.0405
Langley,Ingram,a <2000,f 1.0-1.5,e 1.06-1.08,LED,LG,b 30-39,B,0
Langley,Ingram,b 2000-4000,h 2.0-3.0,e 1.06-1.08,OTHER,CHINA,a <30,B,0.0135
Langley,Ingram,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0.0135
Brampton,Brampton,b 2000-4000,i 3.0-4.0,c 1.02-1.04,LED,SONY,e 50-56,W,0
Brampton,Ingram,e 8000-10000,f 1.0-1.5,c 1.02-1.04,4K,SONY,d 45-49,B,0
Brampton,MB,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,LG,d 45-49,B,0.0137
Brampton,NB,h 14000-16000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,b 30-39,B,0.0274
Brampton,ON,h 14000-16000,d 0.7-0.8,e 1.06-1.08,LED,CHINA,d 45-49,B,0.0274
Brampton,PE,b 2000-4000,i 3.0-4.0,c 1.02-1.04,LED,LG,e 50-56,W,0
Indis,QC,f 10000-12000,e 0.8-1.0,g 1.10-1.12,PLASMA,LG,e 50-56,W,0.0137
Indis,QC,h 14000-16000,d 0.7-0.8,d 1.04-1.06,LED,SONY,f >=57,W,0
KNN,AB,c 4000-6000,g 1.5-2.0,d 1.04-1.06,4K,SAMSUNG,e 50-56,B,0
KNN,MB,c 4000-6000,i 3.0-4.0,b 1-1.02,LED,SAMSUNG,e 50-56,W,0.0137
KNN,SK,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,LG,e 50-56,W,0.0548
KNN,SK,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.0411
Langley,Ingram,g 12000-14000,d 0.7-0.8,e 1.06-1.08,OTHER,SAMSUNG,c 40-44,B,0
Brampton,ON,g 12000-14000,d 0.7-0.8,c 1.02-1.04,4K,VIZIO,f >=57,W,0.0278
Indis,NS,b 2000-4000,h 2.0-3.0,b 1-1.02,4K,SAMSUNG,e 50-56,W,0
KNN,SK,g 12000-14000,b 0.5-0.6,g 1.10-1.12,4K,SAMSUNG,e 50-56,B,0.0139
Langley,BC,f 10000-12000,d 0.7-0.8,j >1.16,4K,SONY,f >=57,W,0.0417
Brampton,Ingram,f 10000-12000,d 0.7-0.8,a <1,LED,LG,d 45-49,B,0
Brampton,NB,h 14000-16000,d 0.7-0.8,c 1.02-1.04,LED,VIZIO,e 50-56,B,0.0141
Brampton,NB,i 16000-18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,e 50-56,W,0.0282
Brampton,ON,g 12000-14000,c 0.6-0.7,e 1.06-1.08,LED,SONY,d 45-49,W,0
Indis,Indis,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,W,0.0282
Indis,QC,f 10000-12000,d 0.7-0.8,d 1.04-1.06,LED,LG,e 50-56,W,0.0563
KNN,AB,d 6000-8000,j >4.0,a <1,4K,SONY,d 45-49,B,0
KNN,MB,h 14000-16000,e 0.8-1.0,e 1.06-1.08,LED,CHINA,d 45-49,W,0
KNN,SK,j >18000,c 0.6-0.7,g 1.10-1.12,LED,SAMSUNG,c 40-44,B,0
Langley,BC,g 12000-14000,e 0.8-1.0,g 1.10-1.12,LED,CHINA,b 30-39,B,0.0141
Langley,Langley,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0.0563
Brampton,Ingram,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,LG,c 40-44,B,0
Brampton,Ingram,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,B,0
Indis,Indis,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,SAMSUNG,e 50-56,W,0
Indis,NS,h 14000-16000,f 1.0-1.5,d 1.04-1.06,LED,LG,e 50-56,B,0.0286
Indis,QC,i 16000-18000,c 0.6-0.7,e 1.06-1.08,LED,CHINA,c 40-44,B,0.2
KNN,SK,i 16000-18000,e 0.8-1.0,g 1.10-1.12,LED,SAMSUNG,b 30-39,B,0.0286
Langley,Ingram,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,LG,c 40-44,B,0
Brampton,Ingram,f 10000-12000,f 1.0-1.5,e 1.06-1.08,LED,SONY,c 40-44,B,0
Brampton,MB,c 4000-6000,g 1.5-2.0,a <1,LED,VIZIO,a <30,B,0.029
Brampton,MB,g 12000-14000,e 0.8-1.0,e 1.06-1.08,LED,CHINA,b 30-39,B,0.029
Brampton,NL,h 14000-16000,d 0.7-0.8,c 1.02-1.04,LED,VIZIO,e 50-56,B,0.0145
Brampton,PE,d 6000-8000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0
Indis,QC,g 12000-14000,d 0.7-0.8,a <1,4K,LG,f >=57,W,0.0145
KNN,AB,f 10000-12000,f 1.0-1.5,d 1.04-1.06,LED,LG,e 50-56,W,0.0145
KNN,AB,g 12000-14000,c 0.6-0.7,d 1.04-1.06,4K,VIZIO,e 50-56,W,0.0145
KNN,KNN,g 12000-14000,c 0.6-0.7,c 1.02-1.04,4K,LG,f >=57,W,0
KNN,SK,g 12000-14000,d 0.7-0.8,d 1.04-1.06,LED,LG,e 50-56,W,0.0145
Langley,BC,f 10000-12000,d 0.7-0.8,c 1.02-1.04,4K,SAMSUNG,e 50-56,W,0
Langley,BC,f 10000-12000,e 0.8-1.0,g 1.10-1.12,PLASMA,LG,e 50-56,W,0
Indis,QC,g 12000-14000,c 0.6-0.7,e 1.06-1.08,LED,SONY,f >=57,W,0.0588
KNN,AB,g 12000-14000,d 0.7-0.8,i 1.14-1.16,4K,SONY,f >=57,W,0.0441
Langley,BC,g 12000-14000,c 0.6-0.7,c 1.02-1.04,4K,LG,f >=57,W,0
Langley,BC,g 12000-14000,d 0.7-0.8,i 1.14-1.16,4K,SONY,f >=57,W,0
Langley,BC,h 14000-16000,d 0.7-0.8,d 1.04-1.06,LED,SONY,f >=57,W,0.0294
Brampton,Brampton,f 10000-12000,d 0.7-0.8,d 1.04-1.06,LED,LG,e 50-56,W,0
Brampton,Brampton,f 10000-12000,d 0.7-0.8,d 1.04-1.06,LED,LG,f >=57,W,0.0299
Brampton,MB,f 10000-12000,e 0.8-1.0,c 1.02-1.04,4K,LG,d 45-49,B,0.0149
Brampton,NB,d 6000-8000,g 1.5-2.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0
Brampton,NB,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,d 45-49,B,0
Brampton,ON,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,CHINA,d 45-49,W,0.0746
Indis,QC,f 10000-12000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,c 40-44,B,0.0149
Indis,QC,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,SONY,f >=57,W,0.0597
KNN,AB,g 12000-14000,b 0.5-0.6,d 1.04-1.06,4K,LG,e 50-56,W,0.0448
KNN,AB,g 12000-14000,c 0.6-0.7,f 1.08-1.10,LED,CHINA,c 40-44,B,0.0299
KNN,AB,g 12000-14000,e 0.8-1.0,c 1.02-1.04,4K,SAMSUNG,e 50-56,W,0
KNN,SK,e 8000-10000,e 0.8-1.0,e 1.06-1.08,LED,VIZIO,c 40-44,B,0
KNN,SK,i 16000-18000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.0299
Langley,BC,g 12000-14000,d 0.7-0.8,a <1,4K,LG,f >=57,W,0
Brampton,MB,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LCD,SAMSUNG,e 50-56,B,0
Brampton,NB,f 10000-12000,d 0.7-0.8,c 1.02-1.04,4K,LG,e 50-56,W,0.0152
Brampton,NL,c 4000-6000,h 2.0-3.0,c 1.02-1.04,LED,SAMSUNG,e 50-56,W,0.0152
Brampton,NL,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,CHINA,e 50-56,B,0.0909
Indis,NS,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,LG,d 45-49,B,0
Indis,QC,g 12000-14000,e 0.8-1.0,c 1.02-1.04,4K,SAMSUNG,e 50-56,W,0
Indis,QC,i 16000-18000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0.0152
KNN,SK,b 2000-4000,j >4.0,c 1.02-1.04,LED,LG,f >=57,W,0.0606
Langley,BC,b 2000-4000,h 2.0-3.0,e 1.06-1.08,LED,LG,a <30,B,0
Langley,BC,g 12000-14000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,e 50-56,B,0
Brampton,Brampton,g 12000-14000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,f >=57,W,0
Brampton,Ingram,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,LG,b 30-39,B,0.0154
Brampton,Ingram,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,d 45-49,B,0
Brampton,NB,h 14000-16000,b 0.5-0.6,e 1.06-1.08,LED,LG,d 45-49,B,0
Brampton,NL,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LED,SONY,f >=57,W,0
Brampton,PE,c 4000-6000,h 2.0-3.0,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0
Brampton,PE,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SONY,d 45-49,B,0.0154
Indis,NS,d 6000-8000,g 1.5-2.0,e 1.06-1.08,LED,SONY,c 40-44,B,0
KNN,KNN,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,SAMSUNG,e 50-56,W,0.0154
Langley,BC,g 12000-14000,f 1.0-1.5,d 1.04-1.06,4K,SONY,f >=57,W,0.0154
Langley,Ingram,f 10000-12000,f 1.0-1.5,e 1.06-1.08,LED,SONY,b 30-39,B,0
Brampton,NL,f 10000-12000,f 1.0-1.5,h 1.12-1.14,PLASMA,SAMSUNG,c 40-44,B,0.0156
Brampton,PE,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,b 30-39,B,0.0313
Brampton,PE,g 12000-14000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,c 40-44,B,0
Indis,QC,g 12000-14000,c 0.6-0.7,c 1.02-1.04,4K,LG,f >=57,W,0
Indis,QC,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,VIZIO,b 30-39,B,0.1094
KNN,AB,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,d 45-49,B,0
KNN,MB,j >18000,c 0.6-0.7,f 1.08-1.10,LED,SAMSUNG,d 45-49,W,0
Langley,BC,i 16000-18000,b 0.5-0.6,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0
Brampton,Brampton,g 12000-14000,c 0.6-0.7,b 1-1.02,LED,SAMSUNG,f >=57,W,0
Brampton,Brampton,h 14000-16000,e 0.8-1.0,c 1.02-1.04,LED,SONY,f >=57,W,0
Brampton,Ingram,i 16000-18000,e 0.8-1.0,g 1.10-1.12,LED,SAMSUNG,b 30-39,B,0
Brampton,MB,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,d 45-49,B,0.0159
Brampton,NB,g 12000-14000,d 0.7-0.8,d 1.04-1.06,LED,LG,e 50-56,W,0
Brampton,NB,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,e 50-56,W,0.0317
Brampton,NL,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,d 45-49,B,0
Brampton,ON,g 12000-14000,g 1.5-2.0,e 1.06-1.08,PLASMA,SAMSUNG,f >=57,W,0
Indis,Indis,e 8000-10000,e 0.8-1.0,c 1.02-1.04,4K,SONY,e 50-56,W,0
Indis,NS,b 2000-4000,i 3.0-4.0,b 1-1.02,LED,SONY,e 50-56,B,0.0317
Indis,QC,e 8000-10000,f 1.0-1.5,f 1.08-1.10,OTHER,CHINA,b 30-39,B,0.127
Indis,QC,h 14000-16000,c 0.6-0.7,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0
KNN,AB,f 10000-12000,e 0.8-1.0,j >1.16,LED,SONY,c 40-44,B,0
KNN,KNN,i 16000-18000,b 0.5-0.6,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0
KNN,KNN,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,CHINA,e 50-56,W,0.0476
KNN,SK,c 4000-6000,e 0.8-1.0,e 1.06-1.08,LED,SONY,c 40-44,B,0
KNN,SK,f 10000-12000,d 0.7-0.8,c 1.02-1.04,4K,LG,e 50-56,W,0.0317
Langley,Ingram,i 16000-18000,b 0.5-0.6,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0
Brampton,NB,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,d 45-49,B,0
Brampton,ON,g 12000-14000,f 1.0-1.5,d 1.04-1.06,4K,LG,f >=57,W,0.0323
Indis,Indis,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0.1452
Indis,NS,f 10000-12000,e 0.8-1.0,f 1.08-1.10,PLASMA,LG,f >=57,W,0
Indis,QC,i 16000-18000,b 0.5-0.6,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0
KNN,SK,h 14000-16000,f 1.0-1.5,g 1.10-1.12,PLASMA,SAMSUNG,e 50-56,B,0.0161
Langley,BC,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,VIZIO,b 30-39,B,0.0161
Langley,BC,i 16000-18000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0
Langley,Langley,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,SAMSUNG,e 50-56,W,0.0161
Brampton,Brampton,h 14000-16000,d 0.7-0.8,d 1.04-1.06,LED,VIZIO,e 50-56,W,0.0164
Brampton,MB,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,SONY,d 45-49,B,0
Brampton,NL,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,c 40-44,B,0
Brampton,PE,f 10000-12000,f 1.0-1.5,h 1.12-1.14,LED,SAMSUNG,a <30,B,0.0328
Indis,NS,f 10000-12000,d 0.7-0.8,c 1.02-1.04,4K,LG,e 50-56,W,0.0328
Indis,QC,g 12000-14000,d 0.7-0.8,i 1.14-1.16,4K,SONY,f >=57,W,0.0328
KNN,AB,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,c 40-44,B,0
KNN,SK,h 14000-16000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0
Langley,BC,j >18000,c 0.6-0.7,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0
Langley,Ingram,c 4000-6000,g 1.5-2.0,a <1,LED,VIZIO,a <30,B,0.0328
Brampton,Brampton,g 12000-14000,b 0.5-0.6,b 1-1.02,LED,SAMSUNG,e 50-56,W,0
Brampton,Ingram,g 12000-14000,b 0.5-0.6,d 1.04-1.06,4K,LG,d 45-49,B,0
Brampton,Ingram,h 14000-16000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,d 45-49,B,0
Brampton,NB,e 8000-10000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,c 40-44,B,0
Brampton,NB,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,VIZIO,f >=57,W,0.0167
Brampton,NL,f 10000-12000,e 0.8-1.0,e 1.06-1.08,LED,LG,b 30-39,B,0
Brampton,NL,f 10000-12000,f 1.0-1.5,e 1.06-1.08,LED,SONY,b 30-39,B,0.0167
Brampton,NL,g 12000-14000,g 1.5-2.0,e 1.06-1.08,LED,LG,c 40-44,B,0
Indis,Indis,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,e 50-56,W,0
Indis,NS,b 2000-4000,j >4.0,c 1.02-1.04,LED,LG,f >=57,W,0
Indis,NS,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,SONY,d 45-49,B,0
KNN,AB,h 14000-16000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,f >=57,W,0
Langley,Ingram,d 6000-8000,g 1.5-2.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0.0333
Langley,Ingram,j >18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0
Brampton,Ingram,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,LG,c 40-44,B,0.0169
Brampton,NB,e 8000-10000,e 0.8-1.0,e 1.06-1.08,LED,VIZIO,c 40-44,B,0.0169
Brampton,NB,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,LG,e 50-56,W,0.0169
Brampton,NL,d 6000-8000,f 1.0-1.5,f 1.08-1.10,LED,VIZIO,a <30,B,0.0169
Brampton,NL,j >18000,c 0.6-0.7,c 1.02-1.04,LED,CHINA,e 50-56,B,0.0169
Indis,QC,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SONY,d 45-49,W,0
KNN,AB,g 12000-14000,e 0.8-1.0,e 1.06-1.08,LED,LG,c 40-44,B,0
KNN,MB,g 12000-14000,e 0.8-1.0,c 1.02-1.04,LED,VIZIO,f >=57,W,0.0678
KNN,SK,d 6000-8000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.0508
KNN,SK,i 16000-18000,d 0.7-0.8,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0
Langley,BC,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,SONY,f >=57,W,0.0339
Langley,BC,h 14000-16000,d 0.7-0.8,e 1.06-1.08,LED,VIZIO,c 40-44,B,0.0339
Langley,BC,i 16000-18000,e 0.8-1.0,d 1.04-1.06,4K,SONY,f >=57,W,0.0169
Langley,Ingram,b 2000-4000,i 3.0-4.0,h 1.12-1.14,LED,CHINA,a <30,B,0.0169
Brampton,Brampton,h 14000-16000,d 0.7-0.8,b 1-1.02,4K,VIZIO,f >=57,W,0.0172
Brampton,MB,i 16000-18000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,c 40-44,B,0
Brampton,NB,g 12000-14000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,d 45-49,B,0
Brampton,NB,h 14000-16000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0
Brampton,NB,h 14000-16000,f 1.0-1.5,d 1.04-1.06,LED,LG,e 50-56,B,0.0172
Brampton,ON,f 10000-12000,f 1.0-1.5,e 1.06-1.08,LED,SONY,c 40-44,B,0
Indis,NS,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0
KNN,AB,f 10000-12000,d 0.7-0.8,c 1.02-1.04,4K,SAMSUNG,e 50-56,W,0
KNN,KNN,h 14000-16000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,f >=57,W,0
KNN,MB,i 16000-18000,d 0.7-0.8,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0
Langley,BC,e 8000-10000,f 1.0-1.5,c 1.02-1.04,4K,SONY,d 45-49,B,0
Langley,BC,g 12000-14000,d 0.7-0.8,d 1.04-1.06,LED,LG,f >=57,W,0.0172
Langley,Ingram,g 12000-14000,b 0.5-0.6,d 1.04-1.06,4K,LG,d 45-49,B,0
Langley,Langley,f 10000-12000,e 0.8-1.0,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0
Brampton,Brampton,h 14000-16000,c 0.6-0.7,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
Brampton,Brampton,h 14000-16000,f 1.0-1.5,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0.0175
Brampton,MB,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,B,0.0526
Brampton,MB,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,VIZIO,e 50-56,B,0
Brampton,NB,j >18000,c 0.6-0.7,g 1.10-1.12,LED,SAMSUNG,c 40-44,B,0
Brampton,NL,h 14000-16000,b 0.5-0.6,e 1.06-1.08,LED,LG,d 45-49,B,0.0175
Indis,NS,d 6000-8000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.0526
Indis,NS,f 10000-12000,h 2.0-3.0,e 1.06-1.08,LED,SONY,b 30-39,B,0
Indis,QC,f 10000-12000,d 0.7-0.8,c 1.02-1.04,4K,SAMSUNG,e 50-56,W,0
KNN,AB,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,VIZIO,f >=57,W,0.0526
KNN,AB,i 16000-18000,e 0.8-1.0,d 1.04-1.06,4K,SONY,f >=57,W,0
KNN,SK,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,e 50-56,W,0.0175
Brampton,Brampton,g 12000-14000,e 0.8-1.0,d 1.04-1.06,4K,VIZIO,f >=57,W,0.0357
Brampton,Ingram,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,VIZIO,d 45-49,B,0.0357
Brampton,NB,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,B,0.0179
